event_id,session_id,customer_id,timestamp,event_type,product_id,product_name,device
EVT_00000064,SESS_0000011,CUST_02085,2024-06-07 09:16:06,view,PROD_0039,,Desktop
EVT_00000065,SESS_0000011,CUST_02085,2024-06-07 09:00:54,view,PROD_0035,,Desktop
EVT_00000066,SESS_0000011,CUST_02085,2024-06-07 09:16:53,add_to_cart,PROD_0011,,Desktop
EVT_00000067,SESS_0000011,CUST_02085,2024-06-07 08:58:24,view,PROD_0041,,Desktop
EVT_00000068,SESS_0000011,CUST_02085,2024-06-07 09:20:56,purchase,PROD_0043,,Desktop
EVT_00000069,SESS_0000011,CUST_02085,2024-06-07 09:11:02,view,PROD_0030,,Desktop
EVT_00000070,SESS_0000011,CUST_02085,2024-06-07 09:10:34,view,PROD_0035,,Desktop
EVT_00000071,SESS_0000012,CUST_02220,2024-11-17 04:32:19,add_to_cart,PROD_0020,,Desktop
EVT_00000072,SESS_0000012,CUST_02220,2024-11-17 04:35:53,view,PROD_0010,,Desktop
EVT_00000073,SESS_0000012,CUST_02220,2024-11-17 04:32:41,view,PROD_0005,,Desktop
EVT_00000074,SESS_0000012,CUST_02220,2024-11-17 04:33:49,view,PROD_0045,,Desktop
EVT_00000075,SESS_0000012,CUST_02220,2024-11-17 04:28:09,add_to_cart,PROD_0012,,Desktop
EVT_00000076,SESS_0000012,CUST_02220,2024-11-17 04:25:02,add_to_cart,PROD_0010,,Desktop
EVT_00000077,SESS_0000013,CUST_01087,2024-09-12 12:58:53,view,PROD_0045,,Desktop
EVT_00000078,SESS_0000013,CUST_01087,2024-09-12 12:54:03,view,PROD_0020,,Desktop
EVT_00000079,SESS_0000013,CUST_01087,2024-09-12 13:20:37,view,PROD_0046,,Desktop
EVT_00000080,SESS_0000013,CUST_01087,2024-09-12 13:14:01,view,PROD_0014,,Desktop
EVT_00000081,SESS_0000014,CUST_00616,2024-08-19 04:36:55,view,PROD_0021,,Desktop
EVT_00000082,SESS_0000014,CUST_00616,2024-08-19 04:45:37,add_to_cart,PROD_0029,,Desktop
EVT_00000083,SESS_0000014,CUST_00616,2024-08-19 04:48:39,view,PROD_0015,,Desktop
EVT_00000084,SESS_0000014,CUST_00616,2024-08-19 04:39:13,view,PROD_0044,,Desktop
EVT_00000085,SESS_0000014,CUST_00616,2024-08-19 04:33:33,purchase,PROD_0033,,Desktop
EVT_00000086,SESS_0000014,CUST_00616,2024-08-19 04:48:33,add_to_cart,PROD_0002,,Desktop
EVT_00000087,SESS_0000014,CUST_00616,2024-08-19 04:33:28,add_to_cart,PROD_0013,,Desktop
EVT_00000088,SESS_0000014,CUST_00616,2024-08-19 04:45:26,view,PROD_0012,,Desktop
EVT_00000089,SESS_0000015,CUST_00274,2024-01-20 21:35:23,view,PROD_0004,,Desktop
EVT_00000090,SESS_0000015,CUST_00274,2024-01-20 21:38:39,view,PROD_0045,,Desktop
EVT_00000091,SESS_0000015,CUST_00274,2024-01-20 21:38:51,view,PROD_0023,,Desktop
EVT_00000092,SESS_0000015,CUST_00274,2024-01-20 21:32:41,view,PROD_0049,,Desktop
EVT_00000093,SESS_0000015,CUST_00274,2024-01-20 21:40:24,view,PROD_0033,,Desktop
EVT_00000094,SESS_0000015,CUST_00274,2024-01-20 21:45:52,view,PROD_0047,,Desktop
EVT_00000095,SESS_0000015,CUST_00274,2024-01-20 21:16:15,view,PROD_0015,,Desktop
EVT_00000096,SESS_0000016,CUST_01566,2024-02-26 00:06:07,view,PROD_0027,,Desktop
EVT_00000097,SESS_0000016,CUST_01566,2024-02-25 23:39:31,view,PROD_0047,,Desktop
EVT_00000098,SESS_0000016,CUST_01566,2024-02-25 23:54:20,search,PROD_0012,,Desktop
EVT_00000099,SESS_0000016,CUST_01566,2024-02-25 23:59:01,view,PROD_0047,,Desktop
EVT_00000100,SESS_0000016,CUST_01566,2024-02-25 23:59:50,view,PROD_0021,,Desktop
EVT_00000101,SESS_0000016,CUST_01566,2024-02-25 23:57:27,view,PROD_0023,,Desktop
EVT_00000102,SESS_0000016,CUST_01566,2024-02-26 00:07:06,view,PROD_0037,,Desktop
EVT_00000103,SESS_0000016,CUST_01566,2024-02-25 23:48:45,add_to_cart,PROD_0033,,Desktop
EVT_00000104,SESS_0000016,CUST_01566,2024-02-25 23:43:43,view,PROD_0004,,Desktop
EVT_00000105,SESS_0000017,CUST_00455,2024-08-14 20:41:19,view,PROD_0012,,Desktop
EVT_00000106,SESS_0000017,CUST_00455,2024-08-14 20:47:25,view,PROD_0050,,Desktop
EVT_00000107,SESS_0000017,CUST_00455,2024-08-14 20:37:26,view,PROD_0021,,Desktop
EVT_00000108,SESS_0000017,CUST_00455,2024-08-14 20:48:30,view,PROD_0005,,Desktop
EVT_00000109,SESS_0000017,CUST_00455,2024-08-14 20:53:06,view,PROD_0002,,Desktop
EVT_00000110,SESS_0000017,CUST_00455,2024-08-14 20:52:27,view,PROD_0048,,Desktop
EVT_00000111,SESS_0000017,CUST_00455,2024-08-14 20:50:51,view,PROD_0004,,Desktop
EVT_00000112,SESS_0000017,CUST_00455,2024-08-14 20:50:15,add_to_cart,PROD_0030,,Desktop
EVT_00000113,SESS_0000018,CUST_01262,2024-10-24 07:19:22,view,PROD_0041,,Desktop
EVT_00000114,SESS_0000018,CUST_01262,2024-10-24 07:30:10,view,PROD_0035,,Desktop
EVT_00000115,SESS_0000019,CUST_01691,2024-03-17 08:12:06,add_to_cart,PROD_0005,,Desktop
EVT_00000116,SESS_0000019,CUST_01691,2024-03-17 08:24:08,search,PROD_0050,,Desktop
EVT_00000117,SESS_0000019,CUST_01691,2024-03-17 08:00:36,view,PROD_0023,,Desktop
EVT_00000118,SESS_0000019,CUST_01691,2024-03-17 08:10:25,purchase,PROD_0040,,Desktop
EVT_00000119,SESS_0000019,CUST_01691,2024-03-17 08:02:24,view,PROD_0002,,Desktop
EVT_00000120,SESS_0000019,CUST_01691,2024-03-17 08:10:08,purchase,PROD_0028,,Desktop
EVT_00000121,SESS_0000019,CUST_01691,2024-03-17 08:09:15,view,PROD_0045,,Desktop
EVT_00000122,SESS_0000020,CUST_00619,2024-10-20 03:53:53,view,PROD_0044,,Desktop
EVT_00000123,SESS_0000020,CUST_00619,2024-10-20 03:55:24,view,PROD_0038,,Desktop
EVT_00000124,SESS_0000020,CUST_00619,2024-10-20 03:46:52,view,PROD_0047,,Desktop
EVT_00000125,SESS_0000020,CUST_00619,2024-10-20 03:51:08,view,PROD_0011,,Desktop
EVT_00000126,SESS_0000020,CUST_00619,2024-10-20 04:03:19,view,PROD_0034,,Desktop
EVT_00000127,SESS_0000020,CUST_00619,2024-10-20 03:42:56,view,PROD_0030,,Desktop
EVT_00000128,SESS_0000020,CUST_00619,2024-10-20 03:42:12,view,PROD_0050,,Desktop
EVT_00000129,SESS_0000020,CUST_00619,2024-10-20 04:02:55,add_to_cart,PROD_0002,,Desktop
EVT_00000130,SESS_0000020,CUST_00619,2024-10-20 03:36:28,purchase,PROD_0032,,Desktop
EVT_00000131,SESS_0000020,CUST_00619,2024-10-20 03:42:43,add_to_cart,PROD_0037,,Desktop
EVT_00000132,SESS_0000021,CUST_00868,2024-01-09 09:03:34,view,PROD_0031,,Desktop
EVT_00000133,SESS_0000022,CUST_00654,2024-02-14 00:50:13,search,PROD_0031,,Desktop
EVT_00000134,SESS_0000022,CUST_00654,2024-02-14 00:53:55,add_to_cart,PROD_0050,,Desktop
EVT_00000135,SESS_0000022,CUST_00654,2024-02-14 00:45:12,view,PROD_0006,,Desktop
EVT_00000136,SESS_0000022,CUST_00654,2024-02-14 00:41:50,view,PROD_0050,,Desktop
EVT_00000137,SESS_0000022,CUST_00654,2024-02-14 01:02:41,view,PROD_0018,,Desktop
EVT_00000138,SESS_0000023,CUST_01370,2024-05-16 15:08:38,view,PROD_0026,,Desktop
EVT_00000139,SESS_0000023,CUST_01370,2024-05-16 14:50:42,view,PROD_0022,,Desktop
EVT_00000140,SESS_0000023,CUST_01370,2024-05-16 15:11:12,add_to_cart,PROD_0034,,Desktop
EVT_00000141,SESS_0000023,CUST_01370,2024-05-16 14:52:10,view,PROD_0021,,Desktop
EVT_00000142,SESS_0000023,CUST_01370,2024-05-16 15:02:49,add_to_cart,PROD_0034,,Desktop
EVT_00000143,SESS_0000023,CUST_01370,2024-05-16 15:15:00,view,PROD_0018,,Desktop
EVT_00000144,SESS_0000023,CUST_01370,2024-05-16 15:13:49,view,PROD_0010,,Desktop
EVT_00000145,SESS_0000024,CUST_02493,2024-02-29 04:59:48,view,PROD_0023,,Desktop
EVT_00000146,SESS_0000024,CUST_02493,2024-02-29 04:54:47,view,PROD_0032,,Desktop
EVT_00000147,SESS_0000024,CUST_02493,2024-02-29 05:08:21,add_to_cart,PROD_0016,,Desktop
EVT_00000148,SESS_0000024,CUST_02493,2024-02-29 04:55:00,add_to_cart,PROD_0039,,Desktop
EVT_00000149,SESS_0000024,CUST_02493,2024-02-29 04:56:04,purchase,PROD_0021,,Desktop
EVT_00000150,SESS_0000024,CUST_02493,2024-02-29 05:02:23,add_to_cart,PROD_0012,,Desktop
EVT_00000151,SESS_0000024,CUST_02493,2024-02-29 05:15:32,view,PROD_0023,,Desktop
EVT_00000152,SESS_0000025,CUST_02077,2024-08-15 05:45:59,view,PROD_0046,,Desktop
EVT_00000153,SESS_0000025,CUST_02077,2024-08-15 05:31:02,view,PROD_0044,,Desktop
EVT_00000154,SESS_0000025,CUST_02077,2024-08-15 05:31:22,search,PROD_0042,,Desktop
EVT_00000155,SESS_0000025,CUST_02077,2024-08-15 05:27:51,view,PROD_0049,,Desktop
EVT_00000156,SESS_0000026,CUST_02285,2024-02-25 07:03:24,view,PROD_0035,,Desktop
EVT_00000157,SESS_0000026,CUST_02285,2024-02-25 07:08:25,view,PROD_0015,,Desktop
EVT_00000158,SESS_0000027,CUST_00472,2024-08-17 06:51:12,view,PROD_0039,,Desktop
EVT_00000159,SESS_0000027,CUST_00472,2024-08-17 07:03:05,add_to_cart,PROD_0002,,Desktop
EVT_00000160,SESS_0000027,CUST_00472,2024-08-17 06:58:24,view,PROD_0020,,Desktop
EVT_00000161,SESS_0000027,CUST_00472,2024-08-17 06:51:05,add_to_cart,PROD_0035,,Desktop
EVT_00000162,SESS_0000027,CUST_00472,2024-08-17 06:50:44,view,PROD_0040,,Desktop
EVT_00000163,SESS_0000027,CUST_00472,2024-08-17 06:49:45,view,PROD_0009,,Desktop
EVT_00000164,SESS_0000027,CUST_00472,2024-08-17 07:05:09,view,PROD_0009,,Desktop
EVT_00000165,SESS_0000027,CUST_00472,2024-08-17 07:11:33,search,PROD_0041,,Desktop
EVT_00000166,SESS_0000027,CUST_00472,2024-08-17 06:50:00,view,PROD_0027,,Desktop
EVT_00000167,SESS_0000028,CUST_02019,2024-12-15 16:17:33,view,PROD_0024,,Desktop
EVT_00000168,SESS_0000028,CUST_02019,2024-12-15 16:36:21,view,PROD_0033,,Desktop
EVT_00000169,SESS_0000028,CUST_02019,2024-12-15 16:21:56,add_to_cart,PROD_0023,,Desktop
EVT_00000170,SESS_0000029,CUST_00352,2024-04-11 08:37:28,view,PROD_0033,,Desktop
EVT_00000171,SESS_0000030,CUST_01150,2024-09-29 22:34:40,view,PROD_0018,,Desktop
EVT_00000172,SESS_0000030,CUST_01150,2024-09-29 22:39:13,add_to_cart,PROD_0013,,Desktop
EVT_00000173,SESS_0000030,CUST_01150,2024-09-29 22:30:09,view,PROD_0021,,Desktop
EVT_00000174,SESS_0000031,CUST_00809,2024-09-28 12:26:35,view,PROD_0021,,Desktop
EVT_00000175,SESS_0000031,CUST_00809,2024-09-28 12:07:26,view,PROD_0037,,Desktop
EVT_00000176,SESS_0000031,CUST_00809,2024-09-28 12:27:04,view,PROD_0008,,Desktop
EVT_00000177,SESS_0000031,CUST_00809,2024-09-28 12:29:21,view,PROD_0031,,Desktop
EVT_00000178,SESS_0000031,CUST_00809,2024-09-28 12:21:49,add_to_cart,PROD_0012,,Desktop
EVT_00000179,SESS_0000031,CUST_00809,2024-09-28 12:14:24,view,PROD_0003,,Desktop
EVT_00000180,SESS_0000031,CUST_00809,2024-09-28 12:03:00,add_to_cart,PROD_0005,,Desktop
EVT_00000181,SESS_0000031,CUST_00809,2024-09-28 12:23:05,add_to_cart,PROD_0028,,Desktop
EVT_00000182,SESS_0000031,CUST_00809,2024-09-28 12:20:26,view,PROD_0047,,Desktop
EVT_00000183,SESS_0000032,CUST_00583,2024-07-09 07:05:12,add_to_cart,PROD_0001,,Desktop
EVT_00000184,SESS_0000032,CUST_00583,2024-07-09 07:07:51,add_to_cart,PROD_0044,,Desktop
EVT_00000185,SESS_0000032,CUST_00583,2024-07-09 07:03:50,view,PROD_0050,,Desktop
EVT_00000186,SESS_0000032,CUST_00583,2024-07-09 06:45:44,search,PROD_0014,,Desktop
EVT_00000187,SESS_0000032,CUST_00583,2024-07-09 06:56:21,view,PROD_0013,,Desktop
EVT_00000188,SESS_0000032,CUST_00583,2024-07-09 06:48:38,view,PROD_0028,,Desktop
EVT_00000189,SESS_0000033,CUST_00964,2024-03-10 14:57:44,view,PROD_0012,,Desktop
EVT_00000190,SESS_0000034,CUST_00691,2024-06-24 09:01:51,view,PROD_0031,,Desktop
EVT_00000191,SESS_0000034,CUST_00691,2024-06-24 09:09:13,add_to_cart,PROD_0018,,Desktop
EVT_00000192,SESS_0000035,CUST_00424,2024-10-10 05:29:22,view,PROD_0042,,Desktop
EVT_00000193,SESS_0000035,CUST_00424,2024-10-10 05:29:45,add_to_cart,PROD_0022,,Desktop
EVT_00000194,SESS_0000035,CUST_00424,2024-10-10 05:20:40,view,PROD_0033,,Desktop
EVT_00000195,SESS_0000035,CUST_00424,2024-10-10 05:26:12,view,PROD_0022,,Desktop
EVT_00000196,SESS_0000035,CUST_00424,2024-10-10 05:33:13,view,PROD_0001,,Desktop
EVT_00000197,SESS_0000035,CUST_00424,2024-10-10 05:42:20,view,PROD_0029,,Desktop
EVT_00000198,SESS_0000035,CUST_00424,2024-10-10 05:42:29,view,PROD_0050,,Desktop
EVT_00000199,SESS_0000035,CUST_00424,2024-10-10 05:44:09,view,PROD_0030,,Desktop
EVT_00000200,SESS_0000035,CUST_00424,2024-10-10 05:39:55,view,PROD_0001,,Desktop
EVT_00000201,SESS_0000036,CUST_00765,2024-12-13 17:17:13,view,PROD_0033,,Desktop
EVT_00000202,SESS_0000036,CUST_00765,2024-12-13 17:05:53,search,PROD_0004,,Desktop
EVT_00000203,SESS_0000036,CUST_00765,2024-12-13 17:06:12,view,PROD_0029,,Desktop
EVT_00000204,SESS_0000037,CUST_02450,2024-05-05 13:24:51,view,PROD_0004,,Desktop
EVT_00000205,SESS_0000037,CUST_02450,2024-05-05 13:13:53,view,PROD_0004,,Desktop
EVT_00000206,SESS_0000037,CUST_02450,2024-05-05 13:27:59,view,PROD_0035,,Desktop
EVT_00000207,SESS_0000037,CUST_02450,2024-05-05 13:21:43,search,PROD_0012,,Desktop
EVT_00000208,SESS_0000037,CUST_02450,2024-05-05 13:18:46,add_to_cart,PROD_0041,,Desktop
EVT_00000209,SESS_0000037,CUST_02450,2024-05-05 13:34:39,view,PROD_0037,,Desktop
EVT_00000210,SESS_0000037,CUST_02450,2024-05-05 13:22:23,view,PROD_0034,,Desktop
EVT_00000211,SESS_0000038,CUST_01354,2024-01-01 17:22:54,view,PROD_0024,,Desktop
EVT_00000212,SESS_0000038,CUST_01354,2024-01-01 17:20:59,search,PROD_0007,,Desktop
EVT_00000213,SESS_0000038,CUST_01354,2024-01-01 17:15:55,search,PROD_0041,,Desktop
EVT_00000214,SESS_0000038,CUST_01354,2024-01-01 17:05:23,view,PROD_0034,,Desktop
EVT_00000215,SESS_0000038,CUST_01354,2024-01-01 17:09:35,search,PROD_0047,,Desktop
EVT_00000216,SESS_0000038,CUST_01354,2024-01-01 17:09:43,view,PROD_0027,,Desktop
EVT_00000217,SESS_0000038,CUST_01354,2024-01-01 17:26:11,view,PROD_0049,,Desktop
EVT_00000218,SESS_0000039,CUST_00800,2024-12-15 12:36:28,search,PROD_0040,,Desktop
EVT_00000219,SESS_0000039,CUST_00800,2024-12-15 12:41:09,view,PROD_0008,,Desktop
EVT_00000220,SESS_0000039,CUST_00800,2024-12-15 12:54:25,add_to_cart,PROD_0042,,Desktop
EVT_00000221,SESS_0000039,CUST_00800,2024-12-15 12:44:59,view,PROD_0030,,Desktop
EVT_00000222,SESS_0000039,CUST_00800,2024-12-15 12:42:00,view,PROD_0004,,Desktop
EVT_00000223,SESS_0000039,CUST_00800,2024-12-15 12:57:15,view,PROD_0020,,Desktop
EVT_00000224,SESS_0000039,CUST_00800,2024-12-15 12:40:23,search,PROD_0004,,Desktop
EVT_00000225,SESS_0000040,CUST_01544,2024-09-05 17:57:59,view,PROD_0028,,Desktop
EVT_00000226,SESS_0000040,CUST_01544,2024-09-05 18:13:04,add_to_cart,PROD_0018,,Desktop
EVT_00000227,SESS_0000040,CUST_01544,2024-09-05 18:17:34,view,PROD_0042,,Desktop
EVT_00000228,SESS_0000041,CUST_02213,2024-08-10 11:48:09,search,PROD_0050,,Desktop
EVT_00000229,SESS_0000041,CUST_02213,2024-08-10 11:37:56,purchase,PROD_0046,,Desktop
EVT_00000230,SESS_0000041,CUST_02213,2024-08-10 11:53:43,view,PROD_0027,,Desktop
EVT_00000231,SESS_0000041,CUST_02213,2024-08-10 11:29:42,view,PROD_0026,,Desktop
EVT_00000232,SESS_0000041,CUST_02213,2024-08-10 11:35:25,search,PROD_0050,,Desktop
EVT_00000233,SESS_0000041,CUST_02213,2024-08-10 11:35:34,view,PROD_0050,,Desktop
EVT_00000234,SESS_0000041,CUST_02213,2024-08-10 11:33:55,purchase,PROD_0012,,Desktop
EVT_00000235,SESS_0000042,CUST_00433,2024-01-22 12:36:30,view,PROD_0044,,Desktop
EVT_00000236,SESS_0000042,CUST_00433,2024-01-22 12:43:07,search,PROD_0023,,Desktop
EVT_00000237,SESS_0000042,CUST_00433,2024-01-22 12:45:03,view,PROD_0034,,Desktop
EVT_00000238,SESS_0000042,CUST_00433,2024-01-22 12:48:57,purchase,PROD_0001,,Desktop
EVT_00000239,SESS_0000042,CUST_00433,2024-01-22 12:49:47,view,PROD_0046,,Desktop
EVT_00000240,SESS_0000042,CUST_00433,2024-01-22 12:34:26,view,PROD_0004,,Desktop
EVT_00000241,SESS_0000042,CUST_00433,2024-01-22 12:43:45,search,PROD_0032,,Desktop
EVT_00000242,SESS_0000043,CUST_00881,2024-11-04 09:28:23,add_to_cart,PROD_0012,,Desktop
EVT_00000243,SESS_0000043,CUST_00881,2024-11-04 09:37:15,view,PROD_0003,,Desktop
EVT_00000244,SESS_0000043,CUST_00881,2024-11-04 09:51:06,view,PROD_0034,,Desktop
EVT_00000245,SESS_0000043,CUST_00881,2024-11-04 09:41:27,view,PROD_0010,,Desktop
EVT_00000246,SESS_0000043,CUST_00881,2024-11-04 09:40:33,view,PROD_0041,,Desktop
EVT_00000247,SESS_0000043,CUST_00881,2024-11-04 09:54:31,search,PROD_0024,,Desktop
EVT_00000248,SESS_0000043,CUST_00881,2024-11-04 09:36:41,add_to_cart,PROD_0025,,Desktop
EVT_00000249,SESS_0000043,CUST_00881,2024-11-04 09:33:01,add_to_cart,PROD_0033,,Desktop
EVT_00000250,SESS_0000043,CUST_00881,2024-11-04 09:57:47,add_to_cart,PROD_0009,,Desktop
EVT_00000251,SESS_0000043,CUST_00881,2024-11-04 09:46:18,view,PROD_0049,,Desktop
EVT_00000252,SESS_0000044,CUST_01678,2024-11-07 21:54:30,add_to_cart,PROD_0022,,Desktop
EVT_00000253,SESS_0000045,CUST_01625,2024-03-18 06:57:51,add_to_cart,PROD_0006,,Desktop
EVT_00000254,SESS_0000045,CUST_01625,2024-03-18 06:56:46,view,PROD_0049,,Desktop
EVT_00000255,SESS_0000045,CUST_01625,2024-03-18 07:16:43,view,PROD_0011,,Desktop
EVT_00000256,SESS_0000045,CUST_01625,2024-03-18 06:54:57,search,PROD_0024,,Desktop
EVT_00000257,SESS_0000045,CUST_01625,2024-03-18 07:03:02,add_to_cart,PROD_0003,,Desktop
EVT_00000258,SESS_0000045,CUST_01625,2024-03-18 07:10:29,view,PROD_0025,,Desktop
EVT_00000259,SESS_0000045,CUST_01625,2024-03-18 07:11:22,search,PROD_0044,,Desktop
EVT_00000260,SESS_0000046,CUST_00081,2024-10-08 08:17:29,view,PROD_0010,,Desktop
EVT_00000261,SESS_0000046,CUST_00081,2024-10-08 08:16:21,search,PROD_0015,,Desktop
EVT_00000262,SESS_0000046,CUST_00081,2024-10-08 07:50:15,view,PROD_0002,,Desktop
EVT_00000263,SESS_0000047,CUST_02492,2024-07-16 09:28:30,view,PROD_0005,,Desktop
EVT_00000264,SESS_0000047,CUST_02492,2024-07-16 09:02:29,view,PROD_0039,,Desktop
EVT_00000265,SESS_0000047,CUST_02492,2024-07-16 09:02:41,view,PROD_0049,,Desktop
EVT_00000266,SESS_0000047,CUST_02492,2024-07-16 08:59:30,add_to_cart,PROD_0009,,Desktop
EVT_00000267,SESS_0000047,CUST_02492,2024-07-16 09:05:37,view,PROD_0049,,Desktop
